序号,日期,动作,槽位,代码,行业,成交价,股数,成交额,滑动成本,实现收益%,实现盈亏元,槽位现金,账户净值,大盘MA60,备注
17,2025-07-11,卖出,2,000617,信托概念,9.528,4300,40971.09,327.77,9.98,3716.92,41187.2,152676.29,站上,到期
18,2025-07-11,卖出,3,002636,PCB概念,13.531,2400,32474.11,259.79,-2.16,-717.31,33765.14,140224.9,站上,到期
19,2025-07-11,买入,1,605389,减速器,41.943,700,29360.02,234.88,,,3176.55,107255.88,站上,持有至2025-07-16到期
20,2025-07-11,买入,2,002896,减速器,61.932,600,37158.91,297.27,,,4028.29,106960.97,站上,持有至2025-07-16到期
21,2025-07-11,买入,3,002645,稀土永磁,10.534,3200,33707.52,269.66,,,57.62,106693.45,站上,持有至2025-07-16到期
22,2025-07-16,卖出,1,605389,减速器,38.46,700,26921.89,215.38,-8.3,-2438.13,30098.44,142483.34,站上,到期
23,2025-07-16,卖出,2,002896,减速器,70.333,600,42199.68,337.6,13.57,5040.77,46227.97,159404.02,站上,到期
24,2025-07-16,卖出,3,002645,稀土永磁,13.809,3200,44187.65,353.5,31.09,10480.13,44245.27,165115.67,站上,到期
25,2025-07-16,买入,1,002755,创新药,24.021,1200,28824.77,230.6,,,1273.67,120342.9,站上,持有至2025-07-21到期
26,2025-07-16,买入,2,002017,数字货币,18.386,2500,45964.8,367.72,,,263.17,119978.1,站上,持有至2025-07-21到期
27,2025-07-16,买入,3,000513,生物疫苗,42.81,1000,42809.76,342.48,,,1435.51,119638.34,站上,持有至2025-07-21到期
28,2025-07-21,卖出,1,002755,创新药,26.784,1200,32140.8,257.13,11.5,3316.03,33414.47,155253.14,站上,到期
29,2025-07-21,卖出,2,002017,数字货币,20.167,2500,50418.4,403.35,9.69,4453.6,50681.57,177896.54,站上,到期
30,2025-07-21,卖出,3,000513,生物疫苗,40.464,1000,40463.68,323.71,-5.48,-2346.08,41899.19,166785.22,站上,到期
31,2025-07-21,买入,1,000400,电力物联网,23.861,1400,33405.93,267.25,,,8.54,125730.09,站上,持有至2025-07-24到期
32,2025-07-21,买入,2,002080,PCB概念,28.668,1700,48734.78,389.88,,,1946.78,125343.31,站上,持有至2025-07-24到期
33,2025-07-21,买入,3,002896,减速器,88.986,400,35594.5,284.76,,,6304.69,125060.81,站上,持有至2025-07-24到期
34,2025-07-24,卖出,1,000400,电力物联网,23.135,1400,32389.59,259.12,-3.04,-1016.33,32398.14,154324.41,站上,到期
35,2025-07-24,卖出,2,002080,PCB概念,28.034,1700,47657.66,381.26,-2.21,-1077.12,49604.45,170113.27,站上,到期
36,2025-07-24,卖出,3,002896,减速器,83.001,400,33200.26,265.6,-6.73,-2394.24,39504.95,154975.53,站上,到期
37,2025-07-24,买入,1,000572,海南自贸区,4.959,6500,32235.84,257.89,,,162.3,121251.69,站上,持有至2025-07-29到期
38,2025-07-24,买入,2,600010,稀土永磁,2.54,19500,49533.12,396.26,,,71.33,120858.57,站上,持有至2025-07-29到期
39,2025-07-24,买入,3,002240,盐湖提锂,16.027,2400,38465.28,307.72,,,1039.67,120553.29,站上,持有至2025-07-29到期
40,2025-07-29,卖出,1,000572,海南自贸区,4.464,6500,29016.0,232.13,-9.99,-3219.84,29178.3,147463.29,站上,到期
41,2025-07-29,卖出,2,600010,稀土永磁,2.629,19500,51261.6,410.09,3.49,1728.48,51332.93,172009.89,站上,到期
42,2025-07-29,卖出,3,002240,盐湖提锂,16.09,2400,38616.58,308.93,0.39,151.3,39656.24,159095.46,站上,到期
43,2025-07-29,买入,1,002097,农机,13.427,2100,28195.78,225.57,,,982.52,119943.69,站上,持有至2025-08-01到期
44,2025-07-29,买入,2,002428,光纤概念,25.19,2000,50379.84,403.04,,,953.09,119543.85,站上,持有至2025-08-01到期
45,2025-07-29,买入,3,002859,PCB概念,24.566,1600,39305.55,314.44,,,350.69,119231.9,站上,持有至2025-08-01到期
46,2025-08-01,卖出,1,002097,农机,14.076,2100,29560.61,236.48,4.84,1364.83,30543.13,146827.51,站上,到期
47,2025-08-01,卖出,2,002428,光纤概念,21.636,2000,43271.04,346.17,-14.11,-7108.8,44224.13,159059.55,站上,到期
48,2025-08-01,卖出,3,002859,PCB概念,25.287,1600,40459.32,323.67,2.94,1153.77,40810.01,156362.86,站上,到期
49,2025-08-01,买入,1,002907,仿制药一致性评价,20.871,1400,29218.9,233.75,,,1324.23,115345.37,站上,持有至2025-08-06到期
50,2025-08-01,买入,2,600629,上海国企改革,13.81,3200,44190.72,353.53,,,33.41,114994.65,站上,持有至2025-08-06到期
51,2025-08-01,买入,3,000558,冰雪产业,7.429,5400,40116.38,320.93,,,693.62,114676.26,站上,持有至2025-08-06到期
52,2025-08-06,卖出,1,002907,仿制药一致性评价,17.871,1400,25019.23,200.15,-14.37,-4199.66,26343.46,134699.49,站上,到期
53,2025-08-06,卖出,2,600629,上海国企改革,13.561,3200,43394.05,347.15,-1.8,-796.67,43427.45,153736.54,站上,到期
54,2025-08-06,卖出,3,000558,冰雪产业,6.567,5400,35462.02,283.7,-11.6,-4654.37,36155.64,141674.56,站上,到期
55,2025-08-06,买入,1,000630,金属铜,4.012,6500,26076.96,208.62,,,266.5,105719.6,站上,持有至2025-08-11到期
56,2025-08-06,买入,2,002042,算力租赁,5.272,8200,43229.09,345.83,,,198.37,105376.51,站上,持有至2025-08-11到期
57,2025-08-06,买入,3,002896,减速器,95.135,300,28540.51,228.32,,,7615.13,105150.0,站上,持有至2025-08-11到期
58,2025-08-11,卖出,1,000630,金属铜,3.968,6500,25792.0,206.34,-1.09,-284.96,26058.5,130580.0,站上,到期
59,2025-08-11,卖出,2,002042,算力租赁,5.188,8200,42542.91,340.34,-1.59,-686.18,42741.28,148106.91,站上,到期
60,2025-08-11,卖出,3,002896,减速器,96.293,300,28888.03,231.1,1.22,347.52,36503.16,134423.94,站上,到期
61,2025-08-11,买入,1,000880,中国AI50,33.228,700,23259.4,186.08,,,2799.11,105118.34,站上,持有至2025-08-14到期
62,2025-08-11,买入,2,002240,盐湖提锂,18.588,2200,40892.54,327.14,,,1848.73,104793.8,站上,持有至2025-08-14到期
63,2025-08-11,买入,3,002851,中国AI50,68.171,500,34085.52,272.68,,,2417.64,104523.28,站上,持有至2025-08-14到期
64,2025-08-14,卖出,1,000880,中国AI50,34.734,700,24313.72,194.51,4.53,1054.32,27112.83,130835.0,站上,到期
65,2025-08-14,卖出,2,002240,盐湖提锂,17.42,2200,38322.94,306.58,-6.28,-2569.6,40171.68,143064.15,站上,到期
66,2025-08-14,卖出,3,002851,中国AI50,69.291,500,34645.6,277.16,1.64,560.08,37063.24,139272.75,站上,到期
67,2025-08-14,买入,1,002104,数字货币,27.236,900,24512.54,196.1,,,2600.28,104153.2,站上,持有至2025-08-19到期
68,2025-08-14,买入,2,002657,Web3.0,34.393,1100,37832.26,302.66,,,2339.42,103852.95,站上,持有至2025-08-19到期
69,2025-08-14,买入,3,002241,同花顺果指数,25.737,1400,36032.17,288.26,,,1031.07,103566.98,站上,持有至2025-08-19到期
70,2025-08-19,卖出,1,002104,数字货币,28.173,900,25355.52,202.84,3.44,842.98,27955.8,139049.5,站上,到期
71,2025-08-19,卖出,2,002657,Web3.0,42.398,1100,46637.89,373.1,23.28,8805.63,48977.31,164406.38,站上,到期
72,2025-08-19,卖出,3,002241,同花顺果指数,27.829,1400,38960.01,311.68,8.13,2927.84,39991.08,156198.39,站上,到期
73,2025-08-19,买入,1,000617,信托概念,9.742,2800,27278.5,218.23,,,677.31,116707.69,站上,持有至2025-08-22到期
74,2025-08-19,买入,2,002657,Web3.0,43.082,1100,47390.11,379.12,,,1587.2,116331.58,站上,持有至2025-08-22到期
75,2025-08-19,买入,3,002553,减速器,30.24,1300,39312.0,314.5,,,679.08,116019.58,站上,持有至2025-08-22到期
76,2025-08-22,卖出,1,000617,信托概念,11.81,2800,33067.33,264.54,21.22,5788.83,33744.64,160169.91,站上,到期
77,2025-08-22,卖出,2,002657,Web3.0,46.793,1100,51471.9,411.78,8.61,4081.79,53059.1,181684.81,站上,到期
78,2025-08-22,卖出,3,002553,减速器,34.065,1300,44284.86,354.28,12.65,4972.86,44963.94,176409.68,站上,到期
79,2025-08-22,买入,1,000617,信托概念,12.0,2800,33600.67,268.81,,,143.96,131501.01,站上,持有至2025-08-27到期
80,2025-08-22,买入,2,002575,算力租赁,9.395,5600,52609.54,420.88,,,449.57,131083.47,站上,持有至2025-08-27到期
81,2025-08-22,买入,3,000818,算力租赁,26.601,1600,42561.79,340.49,,,2402.15,130745.68,站上,持有至2025-08-27到期
82,2025-08-27,卖出,1,000617,信托概念,12.226,2800,34233.92,273.87,1.88,633.25,34377.88,164131.6,站上,到期
83,2025-08-27,卖出,2,002575,算力租赁,8.531,5600,47774.72,382.2,-9.19,-4834.82,48224.29,176668.32,站上,到期
84,2025-08-27,卖出,3,000818,算力租赁,26.695,1600,42711.55,341.69,0.35,149.76,45113.7,170771.87,站上,到期
85,2025-08-27,买入,1,002778,净水概念,20.845,1600,33352.7,266.82,,,1025.18,127451.17,站上,持有至2025-09-01到期
86,2025-08-27,买入,2,002251,免税店,5.675,8400,47670.34,381.36,,,553.95,127072.83,站上,持有至2025-09-01到期
87,2025-08-27,买入,3,600111,稀土永磁,53.888,800,43110.14,344.88,,,2003.56,126730.69,站上,持有至2025-09-01到期
88,2025-09-01,卖出,1,002778,净水概念,19.741,1600,31585.28,252.68,-5.3,-1767.42,32610.46,162267.97,站上,到期
89,2025-09-01,卖出,2,002251,免税店,5.803,8400,48746.88,389.98,2.26,1076.54,49300.83,178502.85,站上,到期
90,2025-09-01,卖出,3,600111,稀土永磁,56.098,800,44878.08,359.02,4.1,1767.94,46881.64,174032.93,站上,到期
91,2025-09-01,买入,1,002131,快手概念,5.831,5500,32072.04,256.58,,,538.42,128538.39,站上,持有至2025-09-04到期
92,2025-09-01,买入,2,600246,存储芯片,13.497,3600,48589.63,388.72,,,711.2,128152.75,站上,持有至2025-09-04到期
93,2025-09-01,买入,3,002975,PCB概念,53.128,800,42502.12,340.02,,,4379.52,127815.44,站上,持有至2025-09-04到期
94,2025-09-04,卖出,1,002131,快手概念,5.263,5500,28944.08,231.55,-9.75,-3127.96,29482.5,168751.52,站上,到期
95,2025-09-04,卖出,2,600246,存储芯片,13.382,3600,48175.49,385.4,-0.85,-414.14,48886.69,182349.5,站上,到期
96,2025-09-04,卖出,3,002975,PCB概念,62.194,800,49755.55,398.04,17.07,7253.43,54135.06,182661.05,站上,到期
97,2025-09-04,买入,1,002426,新型工业化,3.851,7600,29264.26,234.11,,,218.24,132271.99,站上,持有至2025-09-09到期
98,2025-09-04,买入,2,002759,氟化工概念,12.731,3800,48377.95,387.02,,,508.73,131888.04,站上,持有至2025-09-09到期
99,2025-09-04,买入,3,002882,锂电池概念,37.457,1400,52440.19,419.52,,,1694.87,131471.85,站上,持有至2025-09-09到期
100,2025-09-09,卖出,1,002426,新型工业化,3.651,7600,27744.26,221.95,-5.19,-1520.0,27962.5,169818.11,站上,到期
101,2025-09-09,卖出,2,002759,氟化工概念,16.676,3800,63366.98,506.94,30.98,14989.02,63875.71,211031.08,站上,到期
102,2025-09-09,卖出,3,002882,锂电池概念,36.089,1400,50524.54,404.2,-3.65,-1915.65,52219.42,194989.63,站上,到期
103,2025-09-09,买入,1,002866,钠离子电池,20.926,1300,27203.9,217.63,,,758.6,143841.72,站上,持有至2025-09-12到期
104,2025-09-09,买入,2,002244,租售同权,11.209,5600,62770.18,502.16,,,1105.53,143343.55,站上,持有至2025-09-12到期
105,2025-09-09,买入,3,000980,百度概念,3.256,16000,52093.44,416.75,,,125.98,142930.11,站上,持有至2025-09-12到期
106,2025-09-12,卖出,1,002866,钠离子电池,19.929,1300,25908.06,207.26,-4.76,-1295.84,26666.66,171087.17,站上,到期
107,2025-09-12,卖出,2,002244,租售同权,11.17,5600,62551.55,500.41,-0.35,-218.62,63657.09,207745.72,站上,到期
108,2025-09-12,卖出,3,000980,百度概念,3.7,16000,59202.56,473.62,13.65,7109.12,59328.54,209332.28,站上,到期
109,2025-09-12,买入,1,000980,百度概念,3.76,7000,26318.88,210.55,,,347.78,149443.4,站上,持有至2025-09-17到期
110,2025-09-12,买入,2,600601,PCB概念,11.39,5500,62647.2,501.18,,,1009.89,148946.2,站上,持有至2025-09-17到期
111,2025-09-12,买入,3,000603,金属铅,21.803,2700,58868.21,470.95,,,460.33,148478.99,站上,持有至2025-09-17到期
112,2025-09-17,卖出,1,000980,百度概念,3.601,7000,25206.72,201.65,-4.23,-1112.16,25554.5,177727.71,站上,到期
113,2025-09-17,卖出,2,600601,PCB概念,11.745,5500,64599.04,516.79,3.12,1951.84,65608.93,215981.75,站上,到期
114,2025-09-17,卖出,3,000603,金属铅,21.03,2700,56782.08,454.26,-3.54,-2086.13,57242.41,205645.83,站上,到期
115,2025-09-17,买入,1,000700,人形机器人,12.18,2000,24359.33,194.87,,,1195.17,148212.51,站上,持有至2025-09-22到期
116,2025-09-17,买入,2,000981,减速器,3.73,17500,65268.0,522.14,,,340.93,147694.51,站上,持有至2025-09-22到期
117,2025-09-17,买入,3,000737,黄金概念,15.372,3700,56876.4,455.01,,,366.01,147243.11,站上,持有至2025-09-22到期
118,2025-09-22,卖出,1,000700,人形机器人,11.123,2000,22246.59,177.97,-8.67,-2112.74,23441.76,165026.7,站上,到期
119,2025-09-22,卖出,2,000981,减速器,4.226,17500,73953.6,591.63,13.31,8685.6,74294.53,223379.3,站上,到期
120,2025-09-22,卖出,3,000737,黄金概念,13.888,3700,51385.6,411.08,-9.65,-5490.8,51751.61,201287.9,站上,到期
121,2025-09-22,买入,1,000981,减速器,4.294,5400,23188.03,185.5,,,253.73,149303.87,站上,持有至2025-09-25到期
122,2025-09-22,买入,2,600105,共封装光学(CPO),11.053,6700,74053.22,592.43,,,241.3,148716.14,站上,持有至2025-09-25到期
123,2025-09-22,买入,3,002957,共封装光学(CPO),20.15,2500,50374.8,403.0,,,1376.81,148316.34,站上,持有至2025-09-25到期
124,2025-09-25,卖出,1,000981,减速器,3.611,5400,19498.75,155.99,-15.91,-3689.28,19752.48,172166.09,站上,到期
125,2025-09-25,卖出,2,600105,共封装光学(CPO),12.673,6700,84907.76,679.26,14.66,10854.54,85149.06,241370.85,站上,到期
126,2025-09-25,卖出,3,002957,共封装光学(CPO),19.066,2500,47665.6,381.32,-5.38,-2709.2,49042.41,201993.95,站上,到期
127,2025-09-25,买入,1,600167,生物质能发电,10.644,1800,19160.06,153.28,,,592.42,153791.89,站上,持有至2025-09-30到期
128,2025-09-25,买入,2,000977,中国AI50,76.658,1100,84324.24,674.59,,,824.82,153122.65,站上,持有至2025-09-30到期
129,2025-09-25,买入,3,002210,生物质能发电,4.445,11000,48898.08,391.18,,,144.33,152734.57,站上,持有至2025-09-30到期
130,2025-09-30,卖出,1,600167,生物质能发电,8.978,1800,16159.68,129.28,-15.66,-3000.38,16752.1,158641.25,站上,到期
131,2025-09-30,卖出,2,000977,中国AI50,73.825,1100,81207.1,649.66,-3.7,-3117.14,82031.93,225560.35,站上,到期
132,2025-09-30,卖出,3,002210,生物质能发电,4.028,11000,44302.72,354.42,-9.4,-4595.36,44447.05,187891.07,站上,到期
133,2025-09-30,买入,1,000960,金属锌,23.214,700,16249.97,130.0,,,502.13,143102.11,站上,持有至2025-10-13到期
134,2025-09-30,买入,2,002985,军民融合,29.444,2700,79497.94,635.98,,,2533.99,142471.17,站上,持有至2025-10-13到期
135,2025-09-30,买入,3,000923,金属铜,18.053,2400,43327.87,346.62,,,1119.18,142127.3,站上,持有至2025-10-13到期
136,2025-10-13,卖出,1,000960,金属锌,24.582,700,17207.23,137.66,5.89,957.26,17709.36,167558.53,站上,到期
137,2025-10-13,卖出,2,002985,军民融合,31.506,2700,85065.98,680.53,7.0,5568.05,87599.97,237708.51,站上,到期
138,2025-10-13,卖出,3,000923,金属铜,18.421,2400,44211.46,353.69,2.04,883.58,45330.63,195207.97,站上,到期
139,2025-10-13,买入,1,000831,稀土永磁,60.621,200,12124.22,96.99,,,5585.14,150543.75,站上,持有至2025-10-16到期
140,2025-10-13,买入,2,600111,稀土永磁,58.192,1500,87287.76,698.3,,,312.21,149850.99,站上,持有至2025-10-16到期
141,2025-10-13,买入,3,002645,稀土永磁,17.408,2600,45261.22,362.09,,,69.42,149491.77,站上,持有至2025-10-16到期
142,2025-10-16,卖出,1,000831,稀土永磁,56.673,200,11334.59,90.68,-6.51,-789.63,16919.73,153195.36,站上,到期
143,2025-10-16,卖出,2,600111,稀土永磁,52.725,1500,79087.2,632.7,-9.39,-8200.56,79399.41,218831.56,站上,到期
144,2025-10-16,卖出,3,002645,稀土永磁,15.803,2600,41086.66,328.69,-9.22,-4174.56,41156.07,178893.22,站上,到期
145,2025-10-16,买入,1,002171,培育钻石,12.822,1300,16668.29,133.35,,,251.44,137342.93,站上,持有至2025-10-21到期
146,2025-10-16,买入,2,002320,海南自贸区,12.832,6100,78274.22,626.19,,,1125.19,136721.71,站上,持有至2025-10-21到期
147,2025-10-16,买入,3,000572,海南自贸区,7.197,5700,41023.58,328.19,,,132.49,136396.12,站上,持有至2025-10-21到期
148,2025-10-21,卖出,1,002171,培育钻石,12.678,1300,16481.09,131.85,-1.12,-187.2,16732.53,159910.21,站上,到期
149,2025-10-21,卖出,2,002320,海南自贸区,14.582,6100,88952.64,711.62,13.64,10678.42,90077.83,234688.85,站上,到期
150,2025-10-21,卖出,3,000572,海南自贸区,6.537,5700,37262.5,298.1,-9.17,-3761.09,37394.98,181768.35,站上,到期
151,2025-10-21,买入,1,001267,共封装光学(CPO),18.023,900,16220.74,129.77,,,511.8,144076.61,站上,持有至2025-10-24到期
152,2025-10-21,买入,2,002384,共封装光学(CPO),68.877,1300,89539.63,716.32,,,538.2,143365.98,站上,持有至2025-10-24到期
153,2025-10-21,买入,3,600183,PCB概念,59.492,600,35695.3,285.56,,,1699.69,143082.68,站上,持有至2025-10-24到期
154,2025-10-24,卖出,1,001267,共封装光学(CPO),19.453,900,17507.81,140.06,7.93,1287.07,18019.6,156801.49,站上,到期
155,2025-10-24,卖出,2,002384,共封装光学(CPO),68.597,1300,89175.84,713.41,-0.41,-363.79,89714.04,232748.33,站上,到期
156,2025-10-24,卖出,3,600183,PCB概念,58.032,600,34819.2,278.55,-2.45,-876.1,36518.89,179352.53,站上,到期
157,2025-10-24,买入,1,600601,PCB概念,11.814,1500,17720.64,141.77,,,298.96,144111.89,站上,持有至2025-10-29到期
158,2025-10-24,买入,2,001309,存储芯片,218.655,400,87462.14,699.7,,,2251.89,143417.75,站上,持有至2025-10-29到期
159,2025-10-24,买入,3,002916,PCB概念,214.785,100,21478.46,171.83,,,15040.42,143247.28,站上,持有至2025-10-29到期
160,2025-10-29,卖出,1,600601,PCB概念,13.412,1500,20117.76,160.94,13.53,2397.12,20416.72,172858.04,站上,到期
161,2025-10-29,卖出,2,001309,存储芯片,235.312,400,94124.93,753.0,7.62,6662.78,96376.82,249142.97,站上,到期
162,2025-10-29,卖出,3,002916,PCB概念,225.978,100,22597.76,180.78,5.21,1119.3,37638.18,177211.73,站上,到期
163,2025-10-29,买入,1,000155,盐湖提锂,12.298,1600,19676.16,157.41,,,740.56,154275.57,站上,持有至2025-11-03到期
164,2025-10-29,买入,2,000981,减速器,4.334,22200,96223.68,769.79,,,153.14,153511.89,站上,持有至2025-11-03到期
165,2025-10-29,买入,3,002240,盐湖提锂,23.91,1500,35864.64,286.92,,,1773.54,153227.25,站上,持有至2025-11-03到期
166,2025-11-03,卖出,1,000155,盐湖提锂,12.063,1600,19300.35,154.4,-1.91,-375.81,20040.92,170249.6,站上,到期
167,2025-11-03,卖出,2,000981,减速器,3.73,22200,82804.22,662.43,-13.95,-13419.46,82957.37,226493.83,站上,到期
168,2025-11-03,卖出,3,002240,盐湖提锂,25.663,1500,38494.56,307.96,7.33,2629.92,40268.1,182071.39,站上,到期
169,2025-11-03,买入,1,002555,电子竞技,22.822,800,18257.7,146.06,,,1783.21,143121.48,站上,持有至2025-11-06到期
170,2025-11-03,买入,2,600667,存储芯片,9.616,8600,82700.35,661.6,,,257.01,142465.13,站上,持有至2025-11-06到期
171,2025-11-03,买入,3,002163,海南自贸区,14.485,2700,39109.39,312.88,,,1158.71,142154.74,站上,持有至2025-11-06到期
172,2025-11-06,卖出,1,002555,电子竞技,22.598,800,18078.21,144.63,-0.98,-179.49,19861.42,165891.15,站上,到期
173,2025-11-06,卖出,2,600667,存储芯片,9.801,8600,84288.26,674.31,1.92,1587.9,84545.27,235137.4,站上,到期
174,2025-11-06,卖出,3,002163,海南自贸区,15.674,2700,42318.72,338.55,8.21,3209.33,43477.43,190544.12,站上,到期
175,2025-11-06,买入,1,000700,人形机器人,10.839,1800,19510.24,156.08,,,351.18,147729.28,站上,持有至2025-11-11到期
176,2025-11-06,买入,2,002196,人形机器人,12.933,6500,84062.16,672.5,,,483.11,147062.12,站上,持有至2025-11-11到期
177,2025-11-06,买入,3,002975,PCB概念,76.775,500,38387.66,307.1,,,5089.77,146757.46,站上,持有至2025-11-11到期
178,2025-11-11,卖出,1,000700,人形机器人,9.953,1800,17914.92,143.32,-8.18,-1595.32,18266.1,174326.38,站上,到期
179,2025-11-11,卖出,2,002196,人形机器人,15.852,6500,103039.04,824.31,22.57,18976.88,103522.15,268731.02,站上,到期
180,2025-11-11,卖出,3,002975,PCB概念,74.118,500,37059.14,296.47,-3.46,-1328.53,42148.9,201295.16,站上,到期
181,2025-11-11,买入,1,605580,培育钻石,45.078,400,18031.1,144.25,,,235.0,163794.05,站上,持有至2025-11-14到期
182,2025-11-11,买入,2,600172,培育钻石,7.681,13400,102924.86,823.4,,,597.29,162977.19,站上,持有至2025-11-14到期
183,2025-11-11,买入,3,002603,禽流感,20.634,2000,41267.52,330.14,,,881.38,162649.67,站上,持有至2025-11-14到期
184,2025-11-14,卖出,1,605580,培育钻石,38.083,400,15233.15,121.87,-15.52,-2797.95,15468.15,169334.82,站上,到期
185,2025-11-14,卖出,2,600172,培育钻石,6.944,13400,93049.6,744.4,-9.59,-9875.26,93646.89,244616.42,站上,到期
186,2025-11-14,卖出,3,002603,禽流感,20.882,2000,41763.2,334.11,1.2,495.68,42644.58,193859.62,站上,到期
187,2025-11-14,买入,1,000620,短剧游戏,3.508,4400,15434.5,123.48,,,33.65,151637.12,站上,持有至2025-11-19到期
188,2025-11-14,买入,2,600617,天然气,4.173,22400,93477.89,747.82,,,169.0,150895.24,站上,持有至2025-11-19到期
189,2025-11-14,买入,3,000547,军工信息化,9.485,4400,41735.23,333.88,,,909.35,150564.0,站上,持有至2025-11-19到期
190,2025-11-19,卖出,1,000620,短剧游戏,3.571,4400,15713.28,125.71,1.81,278.78,15746.93,169245.28,站上,到期
191,2025-11-19,卖出,2,600617,天然气,3.631,22400,81328.13,650.63,-13.0,-12149.76,81497.13,230253.41,站上,到期
192,2025-11-19,卖出,3,000547,军工信息化,12.43,4400,54690.94,437.53,31.04,12955.71,55600.3,207976.36,站上,到期
193,2025-11-19,买入,1,002255,核电,14.031,1100,15434.5,123.48,,,312.44,152721.86,站上,持有至2025-11-24到期
194,2025-11-19,买入,2,000547,军工信息化,12.63,6400,80833.54,646.67,,,663.59,152080.32,站上,持有至2025-11-24到期
195,2025-11-19,买入,3,002192,锂电池概念,63.766,800,51012.86,408.1,,,4587.43,151675.46,站上,持有至2025-11-24到期
196,2025-11-24,卖出,1,002255,核电,12.678,1100,13945.54,111.56,-9.65,-1488.96,14257.97,160095.0,站上,到期
197,2025-11-24,卖出,2,000547,军工信息化,13.531,6400,86597.63,692.78,7.13,5764.1,87261.22,240570.63,站上,到期
198,2025-11-24,卖出,3,002192,锂电池概念,52.645,800,42116.35,336.93,-17.44,-8896.51,46703.78,190678.98,站上,到期
199,2025-11-24,买入,1,002400,快手概念,9.807,1400,13729.56,109.84,,,528.41,148114.02,站上,持有至2025-11-27到期
200,2025-11-24,买入,2,000070,光纤概念,11.592,7500,86940.0,695.52,,,321.22,147424.02,站上,持有至2025-11-27到期
201,2025-11-24,买入,3,000547,军工信息化,13.749,3300,45372.1,362.98,,,1331.69,147063.92,站上,持有至2025-11-27到期
202,2025-11-27,卖出,1,002400,快手概念,9.235,1400,12928.34,103.43,-5.84,-801.23,13456.75,174419.26,站上,到期
203,2025-11-27,卖出,2,000070,光纤概念,14.324,7500,107433.6,859.47,23.57,20493.6,107754.82,272720.26,站上,到期
204,2025-11-27,卖出,3,000547,军工信息化,12.182,3300,40199.81,321.6,-11.4,-5172.29,41531.5,203267.07,站上,到期
205,2025-11-27,买入,1,000952,维生素,10.503,1200,12604.03,100.83,,,852.72,162643.04,站上,持有至2025-12-02到期
206,2025-11-27,买入,2,600635,天然气,8.336,12900,107536.46,860.29,,,218.36,161789.57,站上,持有至2025-12-02到期
207,2025-11-27,买入,3,603036,天然气,21.652,1900,41138.5,329.11,,,393.0,161463.08,站上,持有至2025-12-02到期
208,2025-12-02,卖出,1,000952,维生素,9.156,1200,10987.39,87.9,-12.83,-1616.64,11840.11,168747.47,站上,到期
209,2025-12-02,卖出,2,600635,天然气,7.628,12900,98407.39,787.26,-8.49,-9129.07,98625.75,251821.86,站上,到期
210,2025-12-02,卖出,3,603036,天然气,21.844,1900,41503.3,332.03,0.89,364.8,41896.3,194200.16,站上,到期
211,2025-12-02,买入,1,002702,网红经济,8.83,1300,11479.1,91.83,,,361.01,152271.05,站上,持有至2025-12-05到期
